feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,clase
2.727761082275711,6.969185851096385,-0.5100923265530686,-2.3194473199353545,-0.15458305478867745,34.16312963363664,-1.5381205439204555,-3.4233314610522037,-0.21095801248814067,-1.099528309110679,0.2610389631569763,-4.260356091416104,-0.32167395719846487,-0.887254591707568,-8.726635057802167,-1.1716686429243162,-0.7262983338796052,-0.7120211718198747,-0.49019247783917336,-1.2485455422175977,0.4200693439582119,-2.9586592161978564,-1.480111835056956,-1.0791227609382275,0.33187546289795455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.6788417308627133,7.650648229151968,-0.4987772219995708,-2.2743809825803156,-0.13530947551512149,33.25294825174825,-1.5172569313463662,-3.3779486516464,-0.09473250145835149,-1.1592542212020454,0.2643600225277694,-4.342310043000895,-0.2734470012298606,-0.9555418761708954,-8.596175040837615,-1.3487991315890528,-0.7026310406184455,-0.7136344235738947,-0.46865798883828136,-1.2537131354056181,0.3963143204206983,-2.8374904413912345,-1.5576531992425569,-1.0985928654953594,0.32970002525853526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.8007748249532716,6.207631688529817,-0.6216049025848974,-2.5263446993129834,-0.2283872098876719,16.238350003373803,-1.688333863524891,-3.7866704874470143,-0.12572262855698904,-0.9940656478617159,0.15607964232376778,-5.252851650221941,-0.08538166247104183,-0.7810246693385076,-21.116265436425504,-0.938667371760973,-0.8139490533176249,-0.7227241019775843,-0.5301507112283211,-1.1986927495380633,0.4127064729475863,-3.170498375072299,-1.3672949004996953,-0.9815902269345504,0.2381001964352652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.8086784066728985,6.946961281331421,-0.7437153847529936,-2.592362133156091,-0.34469459090672183,12.078651916625976,-1.8845520311123067,-4.503143753473956,-0.3692133215812384,-0.7782144081208588,0.051322825248736534,-6.244127014468472,-0.2427122358785229,-0.6785774378585087,-77.20510500500023,-0.9955797268551027,-0.793476203558028,-0.7751043600008807,-0.4926448144117225,-0.9094221715477342,0.3829652455848775,-3.609452910200848,-1.1755109241062094,-0.7746146344532528,0.14737172589261152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.806122637106857,8.668854019441,-0.7560750264702761,-2.502446586419225,-0.33092193553287924,14.05162703114421,-1.9075024783230836,-3.8376167677744335,-0.11186684984572419,-0.7239840068716031,0.07955200613320318,-5.439914633198358,-0.05298318292239265,-0.5738970504980491,-21.556015105196906,-0.8717662151632731,-0.8452439748221208,-0.7549275747590461,-0.50623385461409,-0.869788482190676,0.35768850987432677,-3.215565078329995,-1.155163688651589,-0.6935215296194676,0.15696498426924405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.958616763740083,7.078062450758445,-0.7529155920242809,-2.330089793929063,-0.324338687279056,11.22561607269867,-1.948549662294456,-4.164750841524279,0.045230057256371525,-0.6448904345170732,0.06711176561680145,-5.896472913240907,0.12933334108225283,-0.5262825442994606,-29.164477056069977,-0.8341230328735804,-0.841409169721962,-0.7510001187084521,-0.4979870215961394,-0.9574249660576151,0.36412783262457793,-3.692821043450004,-1.4733802494650907,-0.7070750784941895,0.15157244541783588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.967884471991518,7.77489538152355,-0.7476474816426051,-2.0739210427348085,-0.31270659172714443,11.084704412810567,-1.919429285350026,-4.9053819762625634,-0.35633970146900673,-0.825718043653967,0.06711787846256143,-6.699205867754922,-0.05768236743157068,-0.7718343889254423,-24.282826029364603,-1.0156395944868437,-0.8319102036807169,-0.7875427004545115,-0.5327961356114143,-1.130169096093641,0.3291949356084747,-4.127925903465416,-1.99624055811699,-0.8699913909728201,0.1574656103847131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.8122084815049258,5.144093774785363,-0.7667652199649596,-2.0627567816912706,-0.30617799150921027,9.904124383817171,-1.9378456378216136,-4.704168301960531,-0.193390578658949,-0.6536552450001558,0.032389308135173614,-6.5983533424004746,0.03325817635221955,-0.5678658274792547,-44.20207371077568,-0.7984548067679748,-0.872956654229149,-0.844778992508913,-0.6031638545346659,-1.111409117967112,0.3273355849959265,-3.9942198392874695,-1.743735713560821,-0.8038983148191167,0.13972243601712991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
2.994493252553295,6.24618681201334,-0.7673111713514147,-2.0534140003967862,-0.3389352961590922,9.792614204547055,-1.976723473354953,-5.1672800225585656,-0.36254221455773517,-0.8718814892665212,0.06835451402680741,-6.365541369638892,-0.2243743896163903,-0.8202532625460304,-20.268243331447717,-1.135131972435314,-0.8660752134973486,-0.8641421861712866,-0.653124980179718,-1.2913799187858845,0.30870015985196136,-4.198386791981916,-1.8466908502203419,-0.9949096928507377,0.15050335973913254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
3.083929380086898,4.9115310610989695,-0.7017213407435445,-2.1101092870634215,-0.3251796516584792,9.970536573272614,-1.9749768201892117,-5.1219718964321626,-0.7092740364645815,-0.8200959193370073,0.07259445151575036,-6.398159051894729,-0.5314869893262261,-0.7713269563888088,-41.05477174792747,-1.3423761305673012,-0.8872818635573576,-0.8851798960122828,-0.6993604057338076,-1.3269622166979225,0.33282383299237495,-4.66607758828929,-2.123643672103825,-1.0357015238154943,0.1598496094373193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
3.095005595970901,5.811588036298158,-0.7749694257254393,-2.169898110531549,-0.36828571984966213,11.226469103064137,-1.997596019712577,-4.669386292700052,-0.4837937038363705,-0.8746701682487014,0.07862462774744347,-5.788736602307951,-0.34863580347596007,-0.7889792125205222,-22.49611851007763,-1.1166963551823132,-0.8859272249414643,-0.9238170465185314,-0.6705902696293369,-1.3046574294428892,0.3372338918062849,-4.148000341384313,-1.7854609028412747,-1.0241504591380666,0.16722561069715472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
3.2672587740208066,5.212267679637618,-0.8619585840494971,-2.278167802631093,-0.444791979522515,8.081380462803965,-2.2268363351961997,-5.890306579695914,-0.6320035484441985,-1.0208511514873377,0.015213823493693724,-7.86279334759095,-0.558761593307193,-0.8742575614510676,-161.1123716462405,-1.2239650815925067,-0.9772889299089309,-0.9754685444789581,-0.7501687641469311,-1.4195260880883611,0.28077416066014915,-5.147479956472339,-1.983781573592064,-1.0978330667525091,0.1137734739382254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A
